zip_code,state,lat_max,lat_min,long_max,long_min,number_of_panels_north,number_of_panels_south,number_of_panels_east,number_of_panels_west,number_of_panels_flat,number_of_panels_total,potential_kwh_total
11948,New York,40.9859638,40.9483663,-72.5359417,-72.5808114,227,1451,1066,1395,448,4587,1342983
11958,New York,41.053816,41.0209911,-72.4373956,-72.4897239,1328,7205,3643,4216,4087,20479,6066549
12196,New York,42.6627054,42.6020515,-73.5786213,-73.6478017,659,13282,8840,9818,7672,40271,10859010
12548,New York,41.6843358,41.6362756,-74.0816219,-74.1396516,1147,6507,4511,3459,4440,20064,5603022
12561,New York,41.840887,41.6724378,-73.9651189,-74.1939599,11406,55650,55913,35846,86120,244935,68740786
12580,New York,41.8869426,41.8223579,-73.7862803,-73.9438121,912,12451,10346,9070,6579,39358,10918415
13116,New York,43.0833361,43.0658161,-75.9931053,-76.0202077,3078,17916,8031,10163,8380,47568,12594636
10475,New York,40.889929,40.8599617,-73.8168639,-73.8382536,587,3621,1973,3237,111741,121159,35111203
10579,New York,41.4669718,41.3332747,-73.7661032,-73.8914534,186,3753,2772,2958,3373,13042,3679805
10901,New York,41.1922807,41.0911593,-74.0511718,-74.1683787,15008,79861,54968,45617,121349,316803,89330758
10923,New York,41.2175908,41.1911931,-73.9838064,-74.021541,5247,30134,19624,16976,15981,87962,24722575
11439,New York,40.7241533,40.7178861,-73.7882106,-73.7978388,820,1962,1708,1467,12822,18779,5408883
11730,New York,40.7467257,40.7054669,-73.1645319,-73.2030404,7296,62852,42220,50391,40004,202763,59831876
11772,New York,40.7968269,40.6823061,-72.9259166,-73.0450935,35301,154374,148154,162828,229219,729876,216289662
11957,New York,41.2022072,41.1091127,-72.1187616,-72.3151798,1863,13912,7709,8372,10731,42587,12769611
11968,New York,40.9763436,40.8414885,-72.3401083,-72.4835301,14744,135435,81486,93876,90928,416469,122766607
11975,New York,40.9923818,40.9254168,-72.229231,-72.2830793,2443,14728,5430,8288,17033,47922,14229441
12018,New York,42.705623,42.5618695,-73.47171,-73.6002201,509,2352,1507,2231,914,7513,2033540
12121,New York,42.9050821,42.8099102,-73.5366594,-73.6809139,1016,7986,6096,6328,1755,23181,6265734
12180,New York,42.822408,42.6667534,-73.4722048,-73.7147778,16315,165424,105507,100320,470373,857939,238315058
12198,New York,42.7159017,42.6366095,-73.597391,-73.6884435,3717,39491,31181,30811,18249,123449,33648813
12305,New York,42.8263862,42.8034211,-73.9308844,-73.9562567,3170,14349,7769,6757,76563,108608,30367906
12533,New York,41.6374274,41.4621611,-73.6846845,-73.8660497,573,3408,2077,1627,1037,8722,2443760
12569,New York,41.7912398,41.6728635,-73.7293516,-73.85631,3304,24328,21661,17723,14660,81676,22670922
12901,New York,44.8185647,44.6015202,-73.3617622,-73.9099679,11877,76598,60403,66815,453030,668723,185192433
13030,New York,43.1845561,43.1228917,-75.8806723,-76.0157533,3415,14244,10767,11642,6241,46309,12220304
14026,New York,42.9488725,42.9329733,-78.6773689,-78.6985687,1121,5702,5142,6411,12816,31192,8472669
14606,New York,43.1936566,43.1519601,-77.6309479,-77.7725872,45799,137573,94062,108284,415644,801362,222747742
10453,New York,40.8601311,40.8455272,-73.9004106,-73.9248337,681,4226,3486,2537,147277,158207,45079017
10501,New York,41.305502,41.2742878,-73.7461078,-73.7697803,171,4701,2913,2269,5211,15265,4322188
10506,New York,41.2319557,41.1404292,-73.5926068,-73.6785802,1111,16932,7858,9191,9019,44111,12311351
10517,New York,41.2998159,41.2948719,-73.8615475,-73.8653951,16,263,169,243,28,719,194511
10980,New York,41.2949449,41.2047861,-73.9640169,-74.0932086,6894,59383,51246,43616,48080,209219,58723235
11717,New York,40.8068789,40.7559493,-73.2097459,-73.2950214,33403,168571,92770,109521,401923,806188,240627405
11724,New York,40.8878066,40.8370834,-73.4348945,-73.4714913,683,16204,7683,9416,9573,43559,12440354
11749,New York,40.8170898,40.795938,-73.1510259,-73.19942,2180,15025,7543,7023,172700,204471,61063918
11751,New York,40.754918,40.7062357,-73.1997913,-73.2280409,14259,70213,41456,47244,66200,239372,71351653
11795,New York,40.7407023,40.6846361,-73.2741865,-73.3179732,12897,95606,83505,87811,105308,385127,112888775
11932,New York,40.9739767,40.9026501,-72.2865023,-72.3354373,7097,38764,20121,25017,30963,121962,36363822
11940,New York,40.8307016,40.7629156,-72.7315479,-72.7823274,4141,31616,21756,28550,22073,108136,31882494
12063,New York,42.5735478,42.5564599,-73.624519,-73.6557939,86,2845,1936,1884,718,7469,2049072
12183,New York,42.7590724,42.732645,-73.688593,-73.6985248,510,12085,6854,5139,87124,111712,31944290
12189,New York,42.7651981,42.7000803,-73.6978351,-73.7370978,6177,80509,61798,50590,185723,384797,108402977
12515,New York,41.7027704,41.6565994,-74.041648,-74.0827691,995,6832,5896,5216,4069,23008,6432177
12524,New York,41.5641379,41.4913762,-73.8451455,-73.950884,11721,69187,48990,45854,158457,334209,95984678
12547,New York,41.6821999,41.6225305,-73.9528586,-74.024458,2744,16944,16453,14302,23875,74318,21080239
12831,New York,43.2740717,43.1235141,-73.5815197,-73.7782373,66,1774,635,636,2859,5970,1658482
13082,New York,43.1553386,43.0533299,-75.897349,-76.0085671,2778,11742,8484,8805,1147,32956,8615163
13152,New York,43.0076679,42.8009139,-76.2485682,-76.4613472,4984,26662,19123,24101,13440,88310,23293448
13417,New York,43.1141533,43.0882341,-75.2811503,-75.305253,6550,19312,18162,13523,48087,105634,28726256
13616,New York,44.0446443,44.01245,-75.8143317,-75.8823287,990,2002,4202,3472,4528,15194,4229715
14068,New York,43.0459644,43.0053798,-78.7365945,-78.7901998,9236,40323,19200,23576,69696,162031,43904452
14450,New York,43.1651696,43.0347753,-77.3640033,-77.479003,20699,176136,125414,123562,186411,632222,171383062
14526,New York,43.1829856,43.109463,-77.4008695,-77.494014,14463,121547,77652,80676,62757,357095,96564915
10018,New York,40.7620884,40.7494456,-73.9820847,-74.0063254,2283,4459,718,338,33902,41700,11530148
10505,New York,41.3465523,41.3376417,-73.7363968,-73.7588637,260,4336,1798,1907,7851,16152,4662816
11024,New York,40.8380552,40.799084,-73.7158583,-73.7643106,3068,27982,13789,16177,33708,94724,26697448
11545,New York,40.856128,40.7948182,-73.5370045,-73.6412494,5810,79808,43452,50515,59993,239578,68957970
11706,New York,40.7767984,40.6249111,-73.1255328,-73.3055821,42372,195382,165658,200773,478613,1082798,323246207
11725,New York,40.8729384,40.8055074,-73.2441687,-73.3155319,14009,129133,93086,94667,330312,661207,195010542
11747,New York,40.8193842,40.754013,-73.3605769,-73.4482105,8502,95012,64465,67310,480107,715396,212271278
11763,New York,40.8688961,40.7939892,-72.9500129,-73.0214106,11351,70571,64910,78056,215493,440381,129708994
11768,New York,40.9542533,40.8745242,-73.2582681,-73.4033679,10335,107289,79710,76647,70759,344740,101048698
12009,New York,42.7539643,42.6336273,-73.9174737,-74.1312677,5053,40886,28881,26617,147352,248789,70759594
12077,New York,42.6250939,42.5632277,-73.7532558,-73.8184263,2018,35046,22295,22552,85958,167869,46973248
12110,New York,42.7905694,42.7162725,-73.7327076,-73.8291558,13494,103403,80745,78686,489858,766186,215959086
12542,New York,41.6455669,41.5669478,-73.9559811,-74.043025,2384,16448,15339,13454,26858,74483,21115809
13027,New York,43.2274896,43.0974555,-76.2402627,-76.4855654,42520,150326,104932,120836,213325,631939,171463666
13066,New York,43.0688374,43.0062637,-75.930912,-76.068131,13118,75008,50100,60528,69662,268416,70593261
13108,New York,43.0177162,42.9218739,-76.2710381,-76.3969618,8587,31155,31171,36919,23271,131103,34770403
13214,New York,43.0553093,43.023242,-76.0522906,-76.0947773,10980,36251,31564,29305,109783,217883,58309758
14131,New York,43.298473,43.1749755,-78.8160759,-78.9683072,832,3038,1223,1468,454,7015,1875363
14202,New York,43.0509224,42.875696,-78.8266509,-78.8989417,1776,10384,5444,5302,85553,108459,29334047
14224,New York,42.8738291,42.800995,-78.6971399,-78.7992598,75445,227804,158565,202923,403236,1067973,291054226
10031,New York,40.8323164,40.8180364,-73.9400005,-73.9594021,755,2759,1817,1539,92647,99517,28006434
10954,New York,41.1225138,41.0709186,-73.9832095,-74.0412349,13317,73319,66429,65154,184802,403021,114643430
10977,New York,41.1672937,41.0640504,-74.0220711,-74.0723979,17835,122950,97705,94046,196691,529227,149416550
10989,New York,41.1459973,41.1005831,-73.9132712,-73.96342,8472,29703,30050,30544,55129,153898,43290809
10994,New York,41.1310747,41.0695026,-73.9430314,-73.9980848,3562,29100,21871,21348,114540,190421,54112165
11949,New York,40.9210982,40.8172861,-72.7033659,-72.8670096,1412,7187,4774,4954,1368,19695,5736988
11959,New York,40.8305209,40.8029887,-72.5674807,-72.6203605,1628,16010,10173,11315,6892,46018,13715668
11962,New York,40.9597786,40.9088588,-72.2462563,-72.2969214,3418,20775,10336,13580,8287,56396,16859866
11978,New York,40.8595733,40.7715999,-72.6021113,-72.730936,9293,44986,34051,39552,66782,194664,58126686
12061,New York,42.6405892,42.5616129,-73.5879055,-73.7281143,5815,52080,37717,43938,59582,199132,54826175
12148,New York,42.8928719,42.7881047,-73.7957477,-73.9002863,1405,31441,20917,20252,7690,81705,22713812
13088,New York,43.1490066,43.079293,-76.1524011,-76.2396517,37147,109750,73702,74690,347100,642389,174450719
13090,New York,43.1940665,43.1142005,-76.1687055,-76.2734591,55311,153360,98332,107122,297743,711868,193978119
13164,New York,43.1211151,43.0755354,-76.2475725,-76.3806175,4418,15956,12789,15977,20509,69649,18867905
14043,New York,42.933604,42.8638791,-78.6761716,-78.740425,67203,147550,89905,128278,341997,774933,213206195
14059,New York,42.8677953,42.7923672,-78.5556378,-78.6966637,14527,76543,43900,56646,77252,268868,72381514
14075,New York,42.7762489,42.6344617,-78.7460488,-78.9166892,21384,51806,37679,48219,95793,254881,69510210
14514,New York,43.1284246,43.0579531,-77.7800063,-77.823483,5472,39339,24613,25143,30995,125562,34779433
14612,New York,43.3082692,43.2059816,-77.6045413,-77.7508186,50488,188289,135816,143478,116568,634639,172896506
10528,New York,40.9977761,40.959813,-73.6915588,-73.7430969,502,9027,5629,3922,15221,34301,9731309
10576,New York,41.2590279,41.1564772,-73.5144672,-73.6180449,208,2153,876,1177,403,4817,1349220
10580,New York,41.0185219,40.9379781,-73.6569781,-73.7241107,1175,17127,9034,8371,20357,56064,15815579
11752,New York,40.7738485,40.7432676,-73.1494586,-73.200955,8290,49335,34524,39770,38359,170278,51129682
11960,New York,40.8194215,40.7991532,-72.6924087,-72.7235012,596,8203,7915,5361,1782,23857,6993605
11976,New York,40.9748127,40.8886055,-72.3029807,-72.3807568,6691,47065,30647,29620,25367,139390,41516229
12140,New York,42.7083356,42.6656041,-73.5275251,-73.6082099,80,2399,2141,2489,625,7734,2134369
12158,New York,42.595003,42.47627,-73.7567723,-73.9218599,4662,23924,14037,14699,38789,96111,27128949
12159,New York,42.685841,42.6021994,-73.8250892,-73.9356836,1546,49725,30835,28759,34091,144956,40234685
13104,New York,43.0492076,42.8708157,-75.8856592,-76.0271779,12493,49367,29384,33598,44728,169570,44887587
13456,New York,43.04398,42.9531079,-75.1800967,-75.3409218,3610,8630,9560,8756,1285,31841,8477707
14227,New York,43.0228815,42.8637881,-78.7015147,-78.791758,69357,130413,81750,110717,343067,735304,203260131
14468,New York,43.3477039,43.223404,-77.7133169,-77.9286629,25043,111414,72631,84762,55428,349278,94850914
14534,New York,43.1093243,43.0102375,-77.452803,-77.592992,20497,204400,131897,124635,99160,580589,157008331
14626,New York,43.2515454,43.1804964,-77.675333,-77.7583956,38498,171436,118074,135215,186709,649932,177258074
11705,New York,40.7720406,40.7248315,-73.0405739,-73.0716792,6098,33586,42478,44800,60762,187724,55667941
11729,New York,40.782825,40.7422799,-73.2932593,-73.3532198,29690,110668,107177,125080,429200,801815,240098632
11739,New York,40.7473231,40.6991902,-73.143535,-73.1812635,770,7062,5251,6153,16259,35495,10481297
11753,New York,40.8149592,40.7742557,-73.5170098,-73.5671885,8114,58043,49642,49455,66920,232174,67801911
11782,New York,40.7677757,40.6585628,-73.0086687,-73.1064918,17125,75496,63813,79155,66322,301911,90019641
11955,New York,40.8210715,40.7863169,-72.8011982,-72.8381854,5804,20024,20382,16788,17413,80411,23622643
14032,New York,43.0932166,42.9955812,-78.5568134,-78.6819431,3768,18586,11555,13429,6246,53584,14797267
10037,New York,40.8196118,40.8076088,-73.9337318,-73.9427558,1359,1393,422,292,37068,40534,11260325
11769,New York,40.753707,40.7228582,-73.0973166,-73.1583552,10484,52318,46207,47150,66307,222466,66364670
13215,New York,43.0290532,42.9172814,-76.1625802,-76.2905179,14048,81223,70214,80713,45380,291578,77458623
13340,New York,43.1325523,42.946063,-75.0294783,-75.2138341,6583,16716,13073,10579,40002,86953,23610449
14428,New York,43.146934,42.9960644,-77.6971163,-77.9453218,3210,12941,7385,7865,3966,35367,9734299
12575,New York,41.5526093,41.4426406,-74.0927498,-74.2082567,626,3815,3386,3246,20454,31527,9187288
12577,New York,41.4609356,41.3976917,-74.0919467,-74.1405576,6,599,412,358,30,1405,398292
13634,New York,44.0688948,43.9608344,-75.9656688,-76.1730756,23,630,393,480,1711,3237,922061
14623,New York,43.1179947,43.0588464,-77.5705616,-77.7548418,41617,115854,89894,87908,869289,1204562,338409534
10577,New York,41.0661119,41.0096499,-73.6897195,-73.7449816,1343,24383,14760,16228,51644,108358,30905387
11568,New York,40.8191786,40.7574089,-73.5658542,-73.6245765,1927,27655,14942,16619,41821,102964,29456053
12118,New York,42.9991819,42.8460071,-73.666785,-73.8009064,674,14733,10967,10496,6528,43398,12206170
11727,New York,40.9132844,40.8443081,-72.9751447,-73.035616,24404,114047,121227,131915,83525,475118,140339387
12827,New York,43.5671802,43.3164967,-73.3673467,-73.6359832,16,154,597,583,1748,3098,842928
13403,New York,43.3829968,43.1124012,-75.2117372,-75.7351729,13285,34540,33757,32241,96626,210449,57457181
13603,New York,44.062833,43.954708,-75.6966677,-75.9333957,8595,20555,9679,10759,20895,70483,19723028
10038,New York,40.7148386,40.6999535,-73.9953761,-74.0101127,344,1871,355,477,30989,34036,9311386
13748,New York,42.0926654,41.9981563,-75.7653792,-75.855733,120,450,418,481,1873,3342,927454
10474,New York,40.8223536,40.7884051,-73.8697479,-73.9022018,1277,3856,6713,6767,320217,338830,99476753
10452,New York,40.8470049,40.8276786,-73.9120541,-73.9330659,618,1782,2527,1857,167297,174081,49533102
10005,New York,40.7089114,40.703491,-74.006027,-74.0118801,22,518,457,71,7041,8109,2140499
10280,New York,40.7115808,40.6998004,-74.0159658,-74.0399383,207,20,36,54,7158,7475,2013832
14240,New York,42.8904586,42.8853168,-78.8172042,-78.8289053,5,41,1137,272,58190,59645,16876482
10468,New York,40.8812165,40.8578207,-73.8858304,-73.9155447,3883,11919,3382,1709,168306,189199,54297700
10601,New York,41.0382891,41.0250621,-73.7546348,-73.7745604,534,4221,1737,3012,115658,125162,35489028
13202,New York,43.0552201,43.0312053,-76.1424591,-76.1636785,2186,9157,7869,9156,133881,162249,43161918
10034,New York,40.876227,40.857819,-73.9086986,-73.9306089,1897,2732,1928,2043,105172,113772,32503214
10006,New York,40.712999,40.7061457,-74.0108243,-74.0155985,51,540,376,149,11380,12496,3250964
11239,New York,40.6592922,40.642292,-73.8667388,-73.88957,162,405,671,821,79013,81072,23817360
14642,New York,43.124378,43.1200451,-77.6182601,-77.6284194,60,180,130,166,12979,13515,3754897
11042,New York,40.7667154,40.7337603,-73.6866962,-73.7030652,54,559,123,38,62099,62873,18590794
12528,New York,41.8206714,41.6269226,-73.9460371,-74.0644126,11171,60089,58025,40086,84385,253756,71621662
12603,New York,41.7442584,41.6170666,-73.7944071,-73.9325607,18508,151802,140010,106300,250141,666761,187177862
12845,New York,43.490456,43.354762,-73.6376964,-73.7735492,5801,25619,15292,11183,45483,103378,28511699
13060,New York,43.0649888,42.9944689,-76.3537951,-76.4961475,135,748,714,800,72,2469,643611
13502,New York,43.2254463,43.0748405,-75.0431581,-75.2922453,32898,127187,131921,91515,291493,675014,182557684
14052,New York,42.8685021,42.6940552,-78.4674019,-78.6874483,9092,64897,32151,41688,100470,248298,66413746
14150,New York,43.0307477,42.9601474,-78.8225254,-78.9468222,80048,199643,144532,188757,645589,1258569,345104589
14850,New York,42.528995,42.3103855,-76.3432191,-76.6885301,36768,134480,87843,102465,467972,829528,225794293
10013,New York,40.7272942,40.7123691,-73.9947793,-74.0151854,520,2207,1397,1027,65723,70874,19187615
10022,New York,40.764827,40.7527369,-73.9578868,-73.9769439,69,2535,491,351,29164,32610,8665373
10312,New York,40.5775214,40.516098,-74.1475534,-74.210114,37209,167194,129579,142805,60566,537353,156058931
10507,New York,41.2490773,41.2069072,-73.6543108,-73.7291677,2215,18987,8886,8355,60781,99224,28130103
10535,New York,41.3409623,41.3299689,-73.7868319,-73.8103616,157,1666,2502,1930,5193,11448,3190647
10567,New York,41.3329318,41.2363114,-73.8355197,-73.9592414,5365,62316,51088,51913,100615,271297,76032686
10594,New York,41.1309451,41.0975084,-73.7506587,-73.7912216,1946,16646,15557,14369,32906,81424,22747912
10595,New York,41.114802,41.063612,-73.753003,-73.8175992,2523,20735,16611,17318,66319,123506,35162067
10598,New York,41.3446303,41.2295386,-73.7347878,-73.8449158,7575,83015,66554,70325,116511,343980,95933930
10976,New York,41.0444572,41.0170987,-73.9156595,-73.9446846,502,4928,3617,4625,10705,24377,6866476
10986,New York,41.319589,41.2420989,-73.9554186,-74.0278434,34,2334,3551,1861,1198,8978,2489895
11219,New York,40.6463233,40.619829,-73.9817518,-74.0124999,4516,15509,47227,20112,298655,386019,112911812
11557,New York,40.6493534,40.6106232,-73.6759936,-73.7107319,4274,31613,21230,22848,43043,123008,36138862
11691,New York,40.6134175,40.5923945,-73.7382471,-73.7854646,12944,57917,41053,43144,159169,314227,93758551
11704,New York,40.7421683,40.6717486,-73.3171844,-73.3981073,25623,157462,63910,80509,328929,656433,195494926
11719,New York,40.8042163,40.7594094,-72.8853547,-72.9368866,1888,13813,8908,12449,14537,51595,15051294
