zip_code,state,lat_max,lat_min,long_max,long_min,number_of_panels_north,number_of_panels_south,number_of_panels_east,number_of_panels_west,number_of_panels_flat,number_of_panels_total,potential_kwh_total
10303,New York,40.6419449,40.6203511,-74.1443193,-74.1927331,6801,48506,33070,31586,142312,262275,76962588
10467,New York,40.8950775,40.8568906,-73.855908,-73.8849036,738,10982,8388,4848,217162,242118,69478734
10471,New York,40.9134795,40.8867997,-73.8864808,-73.9190583,1236,15816,9991,6986,60882,94911,26909265
10537,New York,41.3485248,41.329592,-73.8750539,-73.8952659,397,3804,3138,2350,1590,11279,3140421
10550,New York,40.9193819,40.8901412,-73.8178289,-73.8528931,4553,44653,18791,23381,217948,309326,89750975
10552,New York,40.9336473,40.912732,-73.80595,-73.8438591,1179,23388,18278,12037,51707,106589,30153335
10960,New York,41.1209773,41.0402633,-73.8961387,-73.9489094,3535,31099,27920,18258,45612,126424,35496169
11004,New York,40.7559377,40.7353719,-73.7008467,-73.7223867,3184,43101,14001,14318,20372,94976,27899183
11210,New York,40.6399292,40.6114658,-73.9337088,-73.9579786,2239,66913,20819,26802,177941,294714,86743629
11222,New York,40.7386992,40.7186873,-73.9290474,-73.9611929,2137,8933,5708,6111,327608,350497,101619787
11236,New York,40.6564922,40.6257263,-73.8811866,-73.9217336,14826,40993,16092,28234,480691,580836,172535779
11237,New York,40.7146921,40.6907643,-73.9025922,-73.9344207,1105,2515,2974,1939,263272,271805,79586818
11422,New York,40.6848219,40.6351382,-73.725237,-73.7486821,9994,47553,41734,43555,37613,180449,53148671
11552,New York,40.7123787,40.6692653,-73.6377769,-73.6679002,6146,62427,36614,35482,66210,206879,60183520
11693,New York,40.6356939,40.5834279,-73.8046058,-73.8313613,1694,11085,8698,9211,43352,74040,22068794
11951,New York,40.7872381,40.7324084,-72.8145512,-72.8669404,3411,34332,20775,29710,25132,113360,32889974
12839,New York,43.3975075,43.2830768,-73.4850697,-73.6072353,4901,41140,25426,26860,102034,200361,54810471
13601,New York,44.0756807,43.8573313,-75.7286312,-76.0907894,20598,73993,57052,55939,378592,586174,163688780
13905,New York,42.2622166,42.0888614,-75.8926979,-76.004169,9973,76218,45283,38893,179017,349384,96115509
14214,New York,42.9580203,42.9205369,-78.818399,-78.8643787,5172,55339,36958,40129,104741,242339,65666232
14305,New York,43.1399794,43.0961282,-78.9753537,-79.0645277,18262,64161,39732,61372,137168,320695,87030478
14608,New York,43.2559788,43.1335585,-77.6103826,-77.6942986,4933,28648,17703,25543,95471,172298,47483357
14615,New York,43.2380963,43.1801251,-77.6224224,-77.6794484,14306,55754,36848,42312,228175,377395,104250791
14622,New York,43.2358036,43.1938007,-77.5328765,-77.5799805,9630,54649,26146,33780,55684,179889,48285533
10011,New York,40.7555985,40.7313186,-73.9914049,-74.0109391,1578,4842,1586,672,76651,85329,23322292
10021,New York,40.7747692,40.7649072,-73.9485535,-73.9702048,784,2414,1298,428,26696,31620,8354668
10028,New York,40.7815508,40.7710974,-73.9422966,-73.9637988,196,1412,1032,670,33144,36454,9748149
10128,New York,40.790223,40.7752005,-73.9428706,-73.9624787,159,1576,1630,480,41173,45018,12001244
10472,New York,40.8357418,40.8233561,-73.8471671,-73.8844745,962,8610,3474,4266,160150,177462,51470504
10566,New York,41.3066807,41.2676822,-73.889547,-73.9435824,5429,55426,26981,27365,91958,207159,58794605
10803,New York,40.9250759,40.8833499,-73.7891987,-73.8226538,2451,21760,16245,14381,43296,98133,27873713
10927,New York,41.2054175,41.179378,-73.9461541,-73.9859873,4103,16152,11378,10120,39937,81690,23221355
10931,New York,41.1292862,41.1175316,-74.1622552,-74.1797307,154,2335,2190,1811,8236,14726,4189614
11010,New York,40.7174643,40.6824341,-73.6623818,-73.6866273,8211,72953,40466,42077,53357,217064,63854179
11020,New York,40.7848297,40.7595905,-73.6947314,-73.7325467,988,17331,6570,9000,25467,59356,16808653
11206,New York,40.7129845,40.691921,-73.9278189,-73.9571865,4165,7944,3807,5148,248632,269696,77467682
11228,New York,40.6307746,40.6030048,-73.9976142,-74.0277401,2630,17588,28032,6543,170963,225756,66742056
11234,New York,40.6412033,40.5791442,-73.8782466,-73.9445009,24828,104127,44077,58280,461783,693095,205647506
11356,New York,40.796834,40.7754927,-73.8272948,-73.8590207,5024,31251,15112,19449,168907,239743,69968465
11364,New York,40.7596891,40.7331202,-73.7399365,-73.7794438,3771,73413,29611,46324,54052,207171,59726901
11372,New York,40.7586118,40.7466407,-73.8697594,-73.8961961,968,12833,2031,2292,130754,148878,42560237
11518,New York,40.6515342,40.6239753,-73.6571391,-73.6790286,4191,31921,23589,21042,34877,115620,34319189
11530,New York,40.7444605,40.7094142,-73.5824628,-73.6890068,6171,91137,40686,55757,375221,568972,166563350
12210,New York,42.6701457,42.6483459,-73.747372,-73.7686312,1683,8130,8950,3017,88125,109905,30597502
12401,New York,42.0291271,41.8400316,-73.951458,-74.1888806,16089,126972,86505,73317,427730,730613,207695691
12508,New York,41.5330877,41.4552606,-73.8897308,-73.9888722,9318,51853,45982,31548,84079,222780,63452280
12520,New York,41.453147,41.4195538,-73.9971207,-74.0307696,1228,12198,9244,4720,9993,37383,10435607
12962,New York,44.7511387,44.6314919,-73.527332,-73.6094989,350,5598,4149,4795,5341,20233,5537331
13206,New York,43.0915354,43.0540829,-76.0869151,-76.1342829,15375,75970,41401,43992,305406,482144,131171335
13211,New York,43.112779,43.086948,-76.0907595,-76.1625223,5282,23653,18757,22145,142912,212749,57702305
13319,New York,43.038324,43.0199214,-75.2532384,-75.2770037,980,5418,3421,3710,3809,17338,4647588
13790,New York,42.2343101,42.0985131,-75.7870421,-76.0599731,10619,57502,39801,46240,159470,313632,87151277
13903,New York,42.1020177,41.9988238,-75.8335358,-75.9687075,8539,50355,20277,27354,62926,169451,46051404
13904,New York,42.1638578,42.0961929,-75.686841,-75.8975305,3437,23293,14324,19439,139832,200325,55522648
14211,New York,42.9225252,42.8935242,-78.7846834,-78.8537468,6130,133710,25679,54514,154253,374286,102909091
14213,New York,42.9352129,42.9003274,-78.8773419,-78.9057943,3497,86016,21691,54347,108840,274391,74201541
14220,New York,42.8627174,42.8286892,-78.7939073,-78.8483946,8463,75943,48714,80812,100355,314287,84501411
14222,New York,42.9366229,42.9024896,-78.8689173,-78.8879102,1735,35221,8224,18059,56962,120201,32438498
10003,New York,40.7393855,40.723494,-73.9802596,-73.9966521,1266,3580,1867,977,65062,72752,19882819
10030,New York,40.8237217,40.8129914,-73.9372221,-73.9480828,210,855,930,225,36669,38889,10981540
10035,New York,40.8093764,40.7830607,-73.9167733,-73.9476006,1523,5023,2477,1959,114335,125317,35528319
10075,New York,40.77744,40.7696682,-73.9474743,-73.9647975,64,697,447,86,17900,19194,5145331
10301,New York,40.6480614,40.6009734,-74.0716124,-74.1187886,4457,52085,31740,37397,130070,255749,73247717
10463,New York,40.8902116,40.8679181,-73.8882953,-73.9227095,960,7817,3887,1389,155561,169614,48322564
10511,New York,41.2716912,41.250182,-73.9281978,-73.9649582,552,6840,4191,4445,6886,22914,6428677
10526,New York,41.3068778,41.277296,-73.616159,-73.6816151,296,4143,2050,1554,2045,10088,2764611
10703,New York,40.9798849,40.9395414,-73.8688521,-73.8935663,5893,30266,26446,18120,73787,154512,44448400
10704,New York,40.94201,40.9012879,-73.8458555,-73.877569,9389,53756,44200,34205,112878,254428,73437112
10709,New York,40.9705193,40.9397282,-73.7978388,-73.8214591,2524,23289,19249,14844,25356,85262,24165960
11023,New York,40.8081809,40.7851718,-73.7087319,-73.7536236,668,18136,7723,12756,31053,70336,19929224
11514,New York,40.7580337,40.7425106,-73.6003812,-73.6236566,1948,15130,7279,10085,80455,114897,33747894
11560,New York,40.9086736,40.8452917,-73.5671194,-73.6200228,1461,26902,10546,14581,15284,68774,19508498
11756,New York,40.7435441,40.7031821,-73.48912,-73.5437917,22394,127930,77613,73609,150018,451564,132333818
11777,New York,40.9698886,40.9306105,-73.0383832,-73.085236,1587,18274,8871,9635,24409,62776,18199454
11963,New York,41.0704602,40.9507117,-72.2635582,-72.3824677,3283,49318,24845,32454,21208,131108,37766258
12202,New York,42.6516755,42.6082561,-73.7499807,-73.7757784,2367,16256,16543,10560,165066,210792,59445845
12304,New York,42.8072603,42.7473701,-73.858827,-73.9326602,10068,76671,34889,64857,140030,326515,91498825
12308,New York,42.8413113,42.8043739,-73.9025693,-73.9369924,2001,54781,32021,18658,87995,195456,55002740
12828,New York,43.2942399,43.1625678,-73.5306313,-73.6932371,3430,21909,13043,14207,56633,109222,29864311
13210,New York,43.0562003,43.0073577,-76.1074137,-76.1432813,8371,48274,27012,33387,233337,350381,94004336
14206,New York,42.8978934,42.8651114,-78.7756238,-78.853723,13310,128552,43959,60390,317959,564170,156734038
14207,New York,42.9730691,42.92981,-78.8684897,-78.9202494,9092,102524,54034,51732,345791,563173,156112712
14208,New York,42.9278958,42.9022106,-78.8438604,-78.8667738,1460,24753,19562,44144,50333,140252,37011614
14210,New York,42.8815886,42.8448768,-78.7935515,-78.8596607,6496,57154,30730,46229,146826,287435,78542785
14215,New York,42.9605158,42.9146157,-78.7829941,-78.8339731,12912,149395,86796,129962,156394,535459,144799196
14217,New York,42.9939098,42.958736,-78.8529701,-78.9040259,11839,75560,71028,93177,187484,439088,119439368
10009,New York,40.7345254,40.7200473,-73.9617669,-73.9881469,1333,1896,1169,809,71476,76683,21388774
10029,New York,40.8004397,40.7835593,-73.9329052,-73.9601024,607,2066,2232,698,107331,112934,31254789
10459,New York,40.8344314,40.8163245,-73.8828633,-73.9032583,674,2746,3244,3212,119545,129421,37120628
10522,New York,41.0235908,40.9995597,-73.8473969,-73.8830012,2155,21764,15737,15491,30914,86061,24083836
10524,New York,41.4216917,41.3247557,-73.8849305,-73.9736594,183,3660,2872,2370,900,9985,2706305
10562,New York,41.2337796,41.14204,-73.7777777,-73.8751917,5473,63653,53171,42452,84004,248753,69903015
10705,New York,40.9340931,40.9064434,-73.8745027,-73.9105384,2413,23792,22571,17967,103194,169937,48283602
10708,New York,40.9526719,40.9244834,-73.8033765,-73.8557128,2060,29814,21977,18844,59889,132584,37413450
10968,New York,41.0515541,41.031307,-73.9057156,-73.9275778,1112,5496,4124,3761,8024,22517,6360908
11354,New York,40.7772399,40.7554725,-73.8042037,-73.8495792,2105,26500,20839,24283,261109,334836,96410734
11510,New York,40.6853065,40.6216841,-73.5936188,-73.6233461,12783,89553,60342,77622,75247,315547,92823504
11520,New York,40.6733815,40.6247394,-73.5672805,-73.6036587,12167,85748,59017,76065,254443,487440,145388343
11561,New York,40.6176481,40.5833764,-73.5834979,-73.7059733,12693,82177,53555,83603,113585,345613,103572576
12206,New York,42.6908593,42.6582852,-73.7573524,-73.8277084,3085,21581,24722,8541,286662,344591,97322710
12209,New York,42.6514807,42.6294744,-73.7682175,-73.80595,2038,35046,23620,16170,35900,112774,31501207
12440,New York,41.8541278,41.7560523,-74.1029593,-74.2015046,105,2222,1856,1294,187,5664,1550149
12466,New York,41.918069,41.896013,-73.9688841,-73.9950548,665,7557,5708,5869,7766,27565,7645449
12486,New York,41.852259,41.8184067,-74.0467603,-74.0850406,296,5558,3768,3432,3284,16338,4454747
12803,New York,43.3061747,43.2700902,-73.5919742,-73.6687739,1236,35961,15024,17783,49400,119404,32933342
12918,New York,44.7453894,44.6539453,-73.6287013,-73.7261346,61,2331,1059,1429,1571,6451,1793089
14201,New York,42.9046521,42.8851349,-78.8751529,-78.9018135,3415,37608,10536,22919,53032,127510,34902558
14543,New York,43.046964,42.9407197,-77.6039594,-77.7352158,165,338,266,157,404,1330,361138
10027,New York,40.8197373,40.8033434,-73.9408041,-73.9659672,1259,4915,5298,2708,118096,132276,36917542
10036,New York,40.7676166,40.7540008,-73.9785723,-74.0035939,210,1578,953,469,47336,50546,13607896
10304,New York,40.6378403,40.5804397,-74.0709064,-74.1208991,16530,76318,57773,40937,111840,303398,87669327
10305,New York,40.6264249,40.5683494,-74.0539256,-74.1011927,21739,78868,69060,73030,122014,364711,105886547
10306,New York,40.6016443,40.5376833,-74.0862567,-74.1652138,36187,119368,125139,79599,117614,477907,138946078
10455,New York,40.8206566,40.8088222,-73.8958401,-73.9206887,1052,1833,3364,2314,113278,121841,34694302
10460,New York,40.8551297,40.8311576,-73.8632473,-73.896598,1887,8760,9949,6864,163964,191424,55099086
10530,New York,41.0378782,41.0048843,-73.785499,-73.8400914,2737,23453,17070,15783,48735,107778,29993480
10560,New York,41.3641666,41.3028315,-73.5462764,-73.6719929,46,3599,2024,2260,3447,11376,3139361
10570,New York,41.1541789,41.1140185,-73.7448782,-73.8386441,2175,32360,21707,21971,38865,117078,32916479
10591,New York,41.1204116,41.047993,-73.8067772,-73.874227,6067,43666,29787,27222,108715,215457,61370708
11209,New York,40.6385409,40.6053786,-74.0176369,-74.0404546,3372,23837,25029,10774,277321,340333,98916373
11230,New York,40.63634,40.6090742,-73.9528127,-73.9792954,2864,62609,17048,23195,244022,349738,102641496
11235,New York,40.5961928,40.5745397,-73.9264985,-73.9691826,5012,48227,18325,20879,348735,441178,130479699
11249,New York,40.7244611,40.6977683,-73.9548102,-73.9729821,1472,3725,3410,3547,129848,142002,40509836
11362,New York,40.7718915,40.7436944,-73.7146399,-73.7558817,3387,44619,21523,29858,38300,137687,39547024
11507,New York,40.7791048,40.7626107,-73.6369422,-73.6647271,2410,26998,13107,18645,25026,86186,24863329
11547,New York,40.8361536,40.8226053,-73.6332926,-73.6505166,875,4417,1976,2746,9647,19661,5687293
11577,New York,40.7974335,40.7671201,-73.617953,-73.6630486,1752,34686,19105,23988,47605,127136,36246286
11590,New York,40.7813782,40.7243595,-73.5445739,-73.6193329,15712,115215,69739,92850,420338,713854,209855845
11718,New York,40.7311081,40.703478,-73.2493179,-73.2743016,1027,11049,5503,9479,5034,32092,9367756
11726,New York,40.7033198,40.6573493,-73.3795501,-73.4087896,9649,50219,29434,35571,137232,262105,77889422
11743,New York,40.9382701,40.8034126,-73.332897,-73.4961388,8988,135911,72931,81588,125903,425321,122313003
11801,New York,40.7875002,40.7411702,-73.4985321,-73.5504786,15340,118865,80746,103594,443692,762237,225704292
11937,New York,41.1005752,40.9271791,-72.0877036,-72.3009802,9659,117570,59818,50052,59272,296371,86010030
11941,New York,40.8458431,40.8126349,-72.6977546,-72.744743,1184,12764,14273,10073,10332,48626,14339629
11944,New York,41.125479,40.9983229,-72.0327077,-72.402674,3448,26897,16267,22636,21293,90541,26794587
11946,New York,40.9155021,40.8239749,-72.4708994,-72.570103,9411,78465,35566,45934,52243,221619,64391746
11950,New York,40.8339333,40.7834169,-72.8280304,-72.8649674,4097,42516,24877,31777,11490,114757,32944634
12054,New York,42.6427546,42.5750096,-73.7978158,-73.9535474,2211,54691,29112,33239,58924,178177,48958234
12302,New York,42.9597858,42.8133639,-73.8994918,-74.0770559,14227,98610,75843,55453,289821,533954,149374609
12419,New York,41.8780285,41.8408788,-74.0884593,-74.1176416,13,1271,1047,706,2077,5114,1410592
13021,New York,43.0147948,42.8051481,-76.4351358,-76.6782903,29574,114325,81722,106410,283322,615353,166420152
13901,New York,42.237548,42.0946525,-75.8294046,-75.9282241,5209,29367,24363,26180,156684,241803,66566170
14209,New York,42.9321997,42.9023405,-78.8582142,-78.8768719,1395,22528,9979,15244,86861,136007,36860204
14212,New York,42.9053757,42.8879626,-78.7846097,-78.8533709,6687,82627,16630,27545,85151,218640,60394504
14226,New York,43.0010352,42.9487093,-78.7669692,-78.8235095,23769,117060,80818,103378,293727,618752,168845578
14638,New York,43.1792769,43.1786493,-77.6253538,-77.6262489,4,135,57,100,467,763,211504
10002,New York,40.7235261,40.7095213,-73.9754501,-73.9972584,87,1941,1593,1132,107657,112410,31140720
10026,New York,40.8106604,40.7974144,-73.9451323,-73.9592644,185,1020,959,288,48801,51253,14358491
10502,New York,41.0307778,40.9929058,-73.8226768,-73.8576194,1721,13182,13112,10314,30327,68656,19261931
10520,New York,41.2474131,41.1704464,-73.8134405,-73.9371991,4212,42536,31383,25440,51802,155373,43762483
10523,New York,41.0789492,41.0401224,-73.7994702,-73.8416077,4497,19475,15103,12504,208323,259902,75264211
10532,New York,41.113857,41.079014,-73.7859816,-73.8253419,1549,13490,12597,17396,72105,117137,33410211
10533,New York,41.0594325,41.0224972,-73.8372427,-73.8764321,2296,23072,13651,12197,19738,70954,19809913
10541,New York,41.4313815,41.3184169,-73.6919496,-73.8061338,218,5035,2739,3071,1836,12899,3548790
10547,New York,41.3355889,41.2924337,-73.8248365,-73.8694493,850,15042,12426,12648,18577,59543,16574902
10548,New York,41.2656519,41.2350462,-73.9182889,-73.956771,1577,11808,8019,9219,7060,37683,10520395
10549,New York,41.247896,41.1516133,-73.6598064,-73.770102,2742,38956,23569,25267,123462,213996,60792007
10573,New York,41.0578858,40.9872823,-73.6555295,-73.7054492,8083,78584,60241,59706,198944,405558,115837596
10583,New York,41.0207012,40.9567667,-73.7456367,-73.8528413,9257,110783,83669,59914,118693,382316,106947252
10710,New York,40.986365,40.9169194,-73.822493,-73.9023392,9409,54375,54867,48738,152880,320269,91312365
10965,New York,41.0801657,41.0439613,-73.9863316,-74.0490147,4745,46838,26921,28243,52718,159465,44674419
11096,New York,40.6318992,40.6113202,-73.7374656,-73.7616446,1903,15064,13023,14230,118199,162419,49024712
11220,New York,40.6515186,40.6287584,-73.9980046,-74.0357269,2308,8747,12012,4124,346590,373781,109121776
11232,New York,40.670316,40.6436096,-73.9921394,-74.0236088,7172,15398,5505,3591,241786,273452,79556819
11357,New York,40.8004157,40.7742037,-73.7908303,-73.8371164,6131,77672,74616,79306,72275,310000,88732660
11516,New York,40.640859,40.6174539,-73.7128239,-73.7380172,4336,20033,10658,14164,36050,85241,25305406
11554,New York,40.7377153,40.6951418,-73.5274101,-73.5796105,19409,118227,81329,80520,108349,407834,119782029
11581,New York,40.678597,40.6409479,-73.6877653,-73.7387987,11840,68680,49591,52700,89302,272113,80205637
11694,New York,40.5955913,40.5647443,-73.8164159,-73.8816805,5787,42821,20316,28164,68719,165807,49645287
11701,New York,40.7169382,40.6551311,-73.3921098,-73.4295081,13445,86303,53121,48438,205267,406574,120467424
11762,New York,40.7049118,40.6522352,-73.4309813,-73.4642185,8475,62815,62971,57919,52348,244528,71073582
11765,New York,40.8998533,40.8678719,-73.5415485,-73.5741127,105,3999,1673,2129,2135,10041,2846891
12203,New York,42.7272945,42.655099,-73.7657355,-73.8909251,8067,100568,82342,30058,266396,487431,135829069
12208,New York,42.6679305,42.6411149,-73.7678699,-73.8454672,4682,65740,69858,22097,124319,286696,79749278
12303,New York,42.8042362,42.7070422,-73.8735839,-73.9636036,10019,149850,79203,79128,124306,442506,122915473
12306,New York,42.8711637,42.7428893,-73.945029,-74.1292491,10516,131553,79083,71601,276557,569310,160365932
12518,New York,41.4485627,41.3458631,-74.0065664,-74.066386,2157,18658,15967,9375,15431,61588,17218115
12549,New York,41.5860247,41.4598978,-74.1527599,-74.3592743,51,333,293,129,333,1139,326907
12550,New York,41.5850923,41.4885658,-73.9731543,-74.1329192,22814,144834,133071,115477,492184,908380,260299085
12601,New York,41.785202,41.6124315,-73.8479252,-73.9474399,14878,113267,83638,70028,319450,601261,170988558
14616,New York,43.2526725,43.1764585,-77.6107295,-77.7328909,33298,119527,75937,90870,65827,385459,103701584
14618,New York,43.1386458,43.0876261,-77.5051253,-77.6036779,20642,104455,61577,53397,128375,368446,100472732
10307,New York,40.5186191,40.4984772,-74.2286396,-74.2554024,3370,42374,22538,34049,14652,116983,34040448
10308,New York,40.5672474,40.5359666,-74.1349722,-74.1644684,18988,63668,47062,51787,23080,204585,59274444
10457,New York,40.8571736,40.8356142,-73.8840956,-73.9126374,2236,5420,4016,2312,191859,205843,59006714
10538,New York,40.960639,40.9132276,-73.7371668,-73.77263,171,3472,1752,1995,956,8346,2304196
10588,New York,41.3409006,41.3228281,-73.801963,-73.8450536,332,5642,3965,4084,8539,22562,6259786
10605,New York,41.031351,40.9848799,-73.7245474,-73.7704467,3269,54661,29803,41843,67459,197035,55515826
10701,New York,40.9771277,40.9025896,-73.8509669,-73.9046132,8410,43048,39276,35922,257471,384127,110318972
10804,New York,40.9756803,40.9257344,-73.7684014,-73.8067542,2462,48647,23647,29809,28151,132716,37054173
11021,New York,40.7991042,40.7721841,-73.7050997,-73.7488659,842,26476,9658,13673,95822,146471,41580840
11218,New York,40.6596881,40.6301011,-73.9627771,-73.9962943,1722,21820,8743,9488,264700,306473,89668604
11223,New York,40.6097581,40.5832971,-73.9592414,-73.9867907,4129,54645,19404,22054,332231,432463,128037742
11542,New York,40.9015262,40.84473,-73.5925033,-73.655449,5179,73577,38576,47049,118995,283376,82023263
11566,New York,40.6988492,40.612555,-73.5297339,-73.5742967,22857,108035,75493,98053,85589,390027,114482613
11692,New York,40.599284,40.5866452,-73.7836836,-73.804939,6057,16606,13568,14894,45778,96903,28802886
11757,New York,40.7178736,40.6426167,-73.3454939,-73.4053593,16005,89432,50240,79286,203064,438027,130352815
11793,New York,40.714936,40.5881915,-73.4923418,-73.5464173,12535,113194,72613,83677,86612,368631,108250858
11901,New York,40.9897646,40.8727303,-72.5553045,-72.7279344,15248,97883,63649,94813,256128,527721,156549508
11964,New York,41.0842884,41.042076,-72.2789971,-72.3612888,1554,15392,7773,9948,5759,40426,11728976
11965,New York,41.1060497,41.0439268,-72.2771121,-72.3841324,881,13203,7532,9334,3277,34227,9876277
11967,New York,40.8719407,40.7340061,-72.8530018,-72.8996606,9039,70800,42044,52585,63135,237603,69370177
12309,New York,42.8500662,42.7410258,-73.8187939,-73.9174048,11047,132792,96287,70183,109996,420305,115985624
12456,New York,42.0400283,42.0310481,-73.9837835,-74.0039497,739,1950,645,584,1355,5273,1450770
12538,New York,41.848761,41.739967,-73.8180013,-73.968976,5545,55394,36045,35650,54529,187163,52153059
12578,New York,41.8589388,41.7659305,-73.73183,-73.8527249,229,4120,3381,3112,1005,11847,3255276
13495,New York,43.1194979,43.1006615,-75.2576591,-75.2930882,3722,12121,10770,7408,18157,52178,14102868
14204,New York,42.9037099,42.8566653,-78.851921,-78.8755067,7299,37876,18360,18334,155857,237726,65450737
14225,New York,42.954004,42.9019389,-78.6972414,-78.7994368,57115,163869,101293,134816,598406,1055499,292560094
10454,New York,40.8139671,40.7976858,-73.8978152,-73.930563,2197,5219,2169,1510,185680,196775,56867467
10456,New York,40.8414606,40.8183415,-73.896598,-73.9202753,1222,4069,6427,4927,168494,185139,52781750
10458,New York,40.8774424,40.8514519,-73.8784534,-73.8994344,1302,6468,4241,3553,170575,186139,53354716
10514,New York,41.2170536,41.1317802,-73.7301561,-73.8118781,2295,32217,21628,16986,22880,96006,26542591
10536,New York,41.318996,41.224961,-73.6120882,-73.7672063,1426,38952,21238,21995,25381,108992,30299714
10603,New York,41.0724639,41.0318463,-73.7593923,-73.803836,3224,33268,23279,27031,77950,164752,46618624
10607,New York,41.0518599,41.0241574,-73.778605,-73.8461449,3052,20548,16121,16518,41463,97702,27522443
11030,New York,40.8198326,40.766578,-73.6627497,-73.7109388,4144,74993,30074,38243,77524,224978,64056338
11214,New York,40.6160607,40.5816653,-73.9837835,-74.0142099,8314,28499,34702,9966,341358,422839,125087372
11224,New York,40.5828631,40.5716089,-73.9630297,-74.0123163,2532,10104,11759,11735,167153,203283,59431386
11226,New York,40.6593562,40.6339345,-73.9463033,-73.9712603,1175,15077,6380,9065,285123,316820,92321031
11548,New York,40.821038,40.7932794,-73.616596,-73.643457,518,6152,2970,3925,38618,52183,15260318
11572,New York,40.6565391,40.6129752,-73.6164695,-73.6608527,18388,104423,81799,84743,171970,461323,137729013
11702,New York,40.7169726,40.6114939,-73.2470601,-73.4239258,7578,56465,34876,45754,46316,190989,56292367
11722,New York,40.8054529,40.7560064,-73.1707085,-73.2290086,15402,106551,67673,80163,223623,493412,146401885
11783,New York,40.7223956,40.6461462,-73.4786718,-73.506356,10167,73537,52483,64177,57782,258146,75950833
11939,New York,41.1403881,41.1130919,-72.3192962,-72.3594853,1263,9210,5327,8242,1184,25226,7440822
12144,New York,42.6761337,42.5786705,-73.6537819,-73.7572779,7958,86461,65867,61625,211027,432938,120788565
12182,New York,42.8330252,42.7539947,-73.5682697,-73.6826728,3407,57182,36981,28148,83172,208890,57777483
12205,New York,42.7614177,42.6806203,-73.7685852,-73.8736298,22334,143635,54325,84657,645087,950038,268382949
12307,New York,42.8115519,42.7982593,-73.9209901,-73.946797,820,24349,5869,18164,22597,71799,19981741
12429,New York,41.8406795,41.7977483,-73.9546495,-73.9688617,254,1883,1105,1307,2202,6751,1875293
12443,New York,41.9827196,41.8936303,-74.0420611,-74.1331028,1203,11394,11816,6294,7738,38445,10527178
12477,New York,42.1685906,41.9877784,-73.925557,-74.0861292,1534,12652,12176,8310,16188,50860,14118178
12487,New York,41.906143,41.8268905,-73.9416537,-74.0442272,2741,20482,13971,13458,34731,85383,24108311
13068,New York,42.5763549,42.4141974,-76.2616931,-76.4759419,204,331,76,94,109,814,221030
13212,New York,43.169393,43.0919486,-76.015844,-76.176721,21793,100111,61696,67934,229150,480684,128961818
13219,New York,43.0575465,43.0239262,-76.1870908,-76.2577105,15787,71266,46024,56030,90875,279982,74046497
13224,New York,43.0577608,43.0140274,-76.0840924,-76.1150523,6134,35594,25758,31496,76166,175148,46536708
13501,New York,43.1044805,43.04568,-75.1821029,-75.2844994,26912,166460,105807,55973,199714,554866,150582742
13760,New York,42.2208615,42.0645006,-75.9946017,-76.1915282,29693,135036,96328,118120,268857,648034,177814817
14216,New York,42.960786,42.935025,-78.8360081,-78.8922434,6841,92454,48932,67577,132002,347806,95366357
14218,New York,42.8396461,42.7971219,-78.7628408,-78.8703657,29235,92163,54119,78114,142081,395712,108052011
14219,New York,42.8083789,42.7695533,-78.7904162,-78.8626592,22347,61080,39671,55917,177770,356785,97965347
14304,New York,43.1422235,43.0592516,-78.8886619,-79.0198633,47526,160681,103019,133823,438420,883469,241772368
10012,New York,40.7313861,40.7197999,-73.9921624,-74.0042022,700,2265,2068,916,43356,49305,13679616
10016,New York,40.7518916,40.7381919,-73.9695729,-73.9873417,363,1857,1063,403,47987,51673,13782889
10019,New York,40.7730269,40.7159078,-73.9710422,-73.9974191,1718,4734,2099,1082,77162,86795,23542219
10314,New York,40.6314285,40.5714852,-74.1126865,-74.201974,50024,208255,168275,169842,311403,907799,264476463
10964,New York,41.0326219,41.0021433,-73.9027989,-73.9365102,371,4583,3063,3331,13837,25185,6985533
11204,New York,40.6347492,40.6057628,-73.9728329,-74.0004836,2507,21401,49146,11272,300430,384756,113624861
11360,New York,40.7887834,40.7699211,-73.7674361,-73.7938175,2714,27050,18666,23111,49082,120623,34667899
11558,New York,40.6170029,40.5959428,-73.6252549,-73.6724068,7247,28409,22901,22142,44849,125548,37731641
11710,New York,40.7061812,40.6146563,-73.5163886,-73.5589757,20296,113385,95144,109877,101764,440466,129837025
11714,New York,40.7677507,40.7129161,-73.4703406,-73.5036176,10471,81472,62601,67741,198829,421114,124569370
11735,New York,40.7654197,40.7057134,-73.3936869,-73.4743912,18827,115709,81131,79231,796742,1091640,326193082
11746,New York,40.8644611,40.7656467,-73.2902879,-73.4321783,23927,257200,151609,173733,306039,912508,265387774
11758,New York,40.7181936,40.6018447,-73.4233963,-73.4864505,28581,221916,125716,144342,144860,665415,196253378
11771,New York,40.9179388,40.8336572,-73.4847245,-73.5793574,2573,47340,25149,26260,34124,135446,38939300
11779,New York,40.8485571,40.7830103,-73.0657305,-73.1558199,13759,101539,69958,89242,573019,847517,251260448
11798,New York,40.7708263,40.7358104,-73.3468986,-73.3975087,5689,44699,31614,41284,73992,197278,58147407
11934,New York,40.8236177,40.7782612,-72.7739764,-72.8165823,4171,37081,29059,27454,23120,120885,35438193
